,Product,Price,Date
0,Apple iPhone 8 64GB GSM Factory Unlocked GRAY & SILVER (GOOD CONDITION),$179.99,20220107
1,Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon Metro (N),$209.00 to $269.00,20220107
2,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Good Condition ,$548.99,20220107
3,Apple iPhone XR Black 128GB A1984 LTE GSM CDMA Verizon Unlocked - Very Good,$336.99,20220107
4,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Very,$309.99,20220107
5,Apple iphone 7/7 plus 32GB/128GB Black Gold Unlocked Verizon Tmobile Smartphone,$93.00 to $247.00,20220107
6,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$399.99,20220107
7,Apple iPhone 12 Mini 5G 64GB Factory Unlocked TMobile Metro Ultra Mint EXCELLENT,$439.00 to $459.00,20220107
8,Apple iPhone 12 Pro Max - 256GB - Pacific Blue (Unlocked),$574.00,20220107
9,Apple iPhone X - 64GB - Space Gray  A1865 GSM & CDMA UNLOCKED ~MRF~ VERY GOOD!,$274.95,20220107
10,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$179.95,20220107
11,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$307.95,20220107
12,Apple iPhone 8 64GB 256GB Verizon T-Mobile AT&T Unlocked Good Condition,$149.99 to $179.99,20220107
13,"Apple iPhone 7+ Plus - 32GB 128GB GSM ""Unlocked""  ""ALL COLORS"" (GOOD CONDITION)",$188.00 to $208.00,20220107
14,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Very Good Condition ,$575.99 to $593.99,20220107
15,Apple iPhone 8 Plus - 64GB - Factory Unlocked - Good Condition,$249.00,20220107
16,🔥Apple iPhone SE [1st Gen] 32 / 64 / 128GB Unlocked Smartphone - NEW SEALED🔥,$153.99 to $209.99,20220107
17,Apple iPhone SE 32GB Space Gray Locked Straight Talk & Tracfone A1662 CDMA + GSM,$78.00,20220107
18,Apple iPhone 11 Pro Max A2161 ATT TMob Sprint Verizon Factory Unlocked Very Good,$659.00 to $759.00,20220107
19,Apple iPhone 7 32GB 128GB 256GB Factory Unlocked Excellent Condition,$119.99,20220107
20,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$417.95,20220107
21,Apple iPhone 8 Plus 64GB Factory Unlocked Smartphone - Good,$234.99,20220107
22,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Good,$299.99,20220107
23,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Good,$314.99,20220107
24,Apple iPhone 8 - 64GB - Gold (Unlocked) A1863 (CDMA + GSM),$149.00,20220107
25,Apple iPhone 11 Pro Max 64GB 256GB 512GB Verizon T-Mobile Good Condition,$549.99 to $679.99,20220107
26,Apple iPhone XS Max - 64GB - Gold (Unlocked) A1921 (CDMA + GSM),$343.00,20220107
27,"Apple iPhone 7 32GB- Gold,Black,Silver Verizon at&t Unlocked Tmobile Smartphone ",$90.00 to $141.00,20220107
