,Product,Price,Date
0,Apple iPhone 7 32GB Black Unlocked A1660 CDMA and GSM,$103.89,20220902
1,"Apple iPhone 11 - 128GB 64GB - GSM+CDMA Factory Unlocked ""Excellent' ",$254.00 to $419.00,20220902
2,Apple iPhone 8 64GB 128GB 256GB Unlocked ATT T-Mobile Verizon Good Condition,$118.99 to $139.00,20220902
3,Apple iPhone 8 | 8 Plus 64GB 128GB 256GB GSM Unlocked ATT T-Mobile Metro Cricket,$129.95 to $254.95,20220902
4,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$224.95,20220902
5,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Very Good,$319.99,20220902
6,Apple iPhone X 256GB Unlocked Smartphone - Very Good,$239.95,20220902
7,Apple iPhone 12 128GB Unlocked Good Condition (Free Ship),$499.99,20220902
8,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$279.99,20220902
9,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$339.95,20220902
10,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Very Good,$204.95,20220902
11,Apple iPhone XR 64GB Factory Unlocked Smartphone - Very Good,$239.95,20220902
12,Apple iPhone 8 64GB GSM Factory Unlocked Smartphone-Good,$134.99,20220902
13,"Apple iPhone 7 Unlocked - All Colors - 32GB, 128GB & 256GB - Very Good Condition",$119.99 to $139.99,20220902
14,Apple iPhone 8 Plus 256gb Unlocked Straight talk T-Mobile AT&T Verizon EXCELLENT,$229.00 to $269.00,20220902
15,Apple iPhone XS 64GB Unlocked Smartphone - Very Good,$234.95,20220902
16,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$154.95,20220902
17,Apple iPhone XS Max 64GB 256GB 512GB Unlocked Verizon AT&T TMobile Very Good,$299.00 to $369.00,20220902
18,Apple iPhone 11 Pro 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$484.95,20220902
19,Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Very Good,$574.95,20220902
20,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Space Gray - Good,$179.99,20220902
21,Apple iPhone 13 Pro Max - 128gb - Factory Sealed - Factory Warranty - Unlocked!,"$1,109.00",20220902
22,Apple iPhone XR - 64GB - Factory Unlocked - Good Condition,$218.99,20220902
23,Apple iPhone 11 128GB Unlocked Smartphone - Very Good,$369.95,20220902
24,Apple iPhone 12 Pro Max - 256GB Unlocked (GSM and CDMA)  - Excellent,$759.99,20220902
25,Apple iPhone 8 64GB - 128GB - 256GB - All Colors - Fully Unlocked - Good,$119.00 to $179.00,20220902
26,Apple iPhone 8 Plus 256GB Unlocked Smartphone - Very Good,$229.95,20220902
27,Apple iPhone X - 256GB - Space gray - Unlocked - NO FACE ID,$180.00,20220902
28,Apple iPhone 11 - 64GB - Black - Carrier Unlocked - NO FACE ID,$255.00,20220902
29,Apple iPhone 11 - 128GB/64GB - Factory Unlocked - Very Good Condition -ALL Color,$270.00 to $419.00,20220902
30,Apple iPhone SE 1St Gen Fully Unlocked (32 & 64GB) (VERY GOOD),$82.99,20220902
31,Apple iPhone XR - 64GB -Black (Unlocked) A1984 (CDMA + GSM)~SRF~ -VERY GOOD,$224.99,20220902
32,Apple iPhone XR White 64GB A1984 LTE GSM CDMA Verizon Unlocked,$204.99,20220902
33,Apple iPhone 11 128GB Factory Unlocked 4G LTE Smartphone - Very Good,$379.99,20220902
34,Apple iPhone 12 mini 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$369.95,20220902
35,Apple iPhone XR - 64GB - All Colors - Factory Unlocked - Very Good,$239.00,20220902
36,Apple iPhone XS Max 64GB 256GB 512GB Unlocked Verizon AT&T TMobile Excellent,$309.00 to $419.00,20220902
37,Apple iPhone 8 64GB GSM Factory Unlocked GRAY & SILVER (GOOD CONDITION),$138.00,20220902
38,Apple iPhone 6s  16/32/64 GB - All Colors - Fully Unlocked - Very Good Condition,$99.99 to $109.99,20220902
39,Apple iPhone X 64/256GB Fully Unlocked (GSM+CDMA) AT&T T-Mobile Verizon,$234.99 to $269.99,20220902
40,Apple iPhone 7 Plus 32GB Unlocked Smartphone - Very Good,$154.95,20220902
41,"Apple iPhone 7+ Plus 32GB 128GB 256GB GSM ""Factory Unlocked Phone Good Condition",$129.95 to $169.95,20220902
42,Apple iPhone XR Black 128GB A1984 LTE GSM CDMA Verizon Unlocked - Good,$232.99,20220902
43,Apple iPhone 8 64GB 256GB Verizon T-Mobile AT&T Unlocked Good Condition,$119.99 to $199.99,20220902
44,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$454.95,20220902
45,Apple iPhone X 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$239.95,20220902
46,Apple iPhone SE 2nd Gen 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$169.95,20220902
