,Product,Price,Date
0,Apple iPhone 7 32GB Black Unlocked A1660 CDMA and GSM,$103.89,20210213
1,"Apple iPhone 11 - 128GB 64GB - GSM+CDMA Factory Unlocked ""Excellent' ",$254.00 to $419.00,20210213
2,Apple iPhone 8 64GB 128GB 256GB Unlocked ATT T-Mobile Verizon Good Condition,$118.99 to $139.00,20210213
3,Apple iPhone 8 | 8 Plus 64GB 128GB 256GB GSM Unlocked ATT T-Mobile Metro Cricket,$129.95 to $254.95,20210213
4,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$224.95,20210213
5,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Very Good,$319.99,20210213
6,Apple iPhone X 256GB Unlocked Smartphone - Very Good,$239.95,20210213
7,Apple iPhone 12 128GB Unlocked Good Condition (Free Ship),$499.99,20210213
8,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$279.99,20210213
9,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$339.95,20210213
10,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Very Good,$204.95,20210213
11,Apple iPhone XR 64GB Factory Unlocked Smartphone - Very Good,$239.95,20210213
12,Apple iPhone 8 64GB GSM Factory Unlocked Smartphone-Good,$134.99,20210213
13,"Apple iPhone 7 Unlocked - All Colors - 32GB, 128GB & 256GB - Very Good Condition",$119.99 to $139.99,20210213
14,Apple iPhone 8 Plus 256gb Unlocked Straight talk T-Mobile AT&T Verizon EXCELLENT,$229.00 to $269.00,20210213
15,Apple iPhone XS 64GB Unlocked Smartphone - Very Good,$234.95,20210213
16,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$154.95,20210213
17,Apple iPhone XS Max 64GB 256GB 512GB Unlocked Verizon AT&T TMobile Very Good,$299.00 to $369.00,20210213
18,Apple iPhone 11 Pro 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$484.95,20210213
19,Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Very Good,$574.95,20210213
20,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Space Gray - Good,$179.99,20210213
21,Apple iPhone 13 Pro Max - 128gb - Factory Sealed - Factory Warranty - Unlocked!,"$1,109.00",20210213
22,Apple iPhone XR - 64GB - Factory Unlocked - Good Condition,$218.99,20210213
23,Apple iPhone 11 128GB Unlocked Smartphone - Very Good,$369.95,20210213
24,Apple iPhone 12 Pro Max - 256GB Unlocked (GSM and CDMA)  - Excellent,$759.99,20210213
25,Apple iPhone 8 64GB - 128GB - 256GB - All Colors - Fully Unlocked - Good,$119.00 to $179.00,20210213
26,Apple iPhone 8 Plus 256GB Unlocked Smartphone - Very Good,$229.95,20210213
27,Apple iPhone X - 256GB - Space gray - Unlocked - NO FACE ID,$180.00,20210213
