,Product,Price,Date
0,Apple iPhone 8 64GB GSM Factory Unlocked GRAY & SILVER (GOOD CONDITION),$179.99,20220102
1,Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon Metro (N),$209.00 to $269.00,20220102
2,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Good Condition ,$548.99,20220102
3,Apple iPhone XR Black 128GB A1984 LTE GSM CDMA Verizon Unlocked - Very Good,$336.99,20220102
4,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Very,$309.99,20220102
5,Apple iphone 7/7 plus 32GB/128GB Black Gold Unlocked Verizon Tmobile Smartphone,$93.00 to $247.00,20220102
6,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$399.99,20220102
7,Apple iPhone 12 Mini 5G 64GB Factory Unlocked TMobile Metro Ultra Mint EXCELLENT,$439.00 to $459.00,20220102
8,Apple iPhone 12 Pro Max - 256GB - Pacific Blue (Unlocked),$574.00,20220102
9,Apple iPhone X - 64GB - Space Gray  A1865 GSM & CDMA UNLOCKED ~MRF~ VERY GOOD!,$274.95,20220102
10,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$179.95,20220102
11,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$307.95,20220102
12,Apple iPhone 8 64GB 256GB Verizon T-Mobile AT&T Unlocked Good Condition,$149.99 to $179.99,20220102
13,"Apple iPhone 7+ Plus - 32GB 128GB GSM ""Unlocked""  ""ALL COLORS"" (GOOD CONDITION)",$188.00 to $208.00,20220102
14,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Very Good Condition ,$575.99 to $593.99,20220102
15,Apple iPhone 8 Plus - 64GB - Factory Unlocked - Good Condition,$249.00,20220102
16,🔥Apple iPhone SE [1st Gen] 32 / 64 / 128GB Unlocked Smartphone - NEW SEALED🔥,$153.99 to $209.99,20220102
17,Apple iPhone SE 32GB Space Gray Locked Straight Talk & Tracfone A1662 CDMA + GSM,$78.00,20220102
18,Apple iPhone 11 Pro Max A2161 ATT TMob Sprint Verizon Factory Unlocked Very Good,$659.00 to $759.00,20220102
19,Apple iPhone 7 32GB 128GB 256GB Factory Unlocked Excellent Condition,$119.99,20220102
20,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$417.95,20220102
21,Apple iPhone 8 Plus 64GB Factory Unlocked Smartphone - Good,$234.99,20220102
22,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Good,$299.99,20220102
23,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Good,$314.99,20220102
24,Apple iPhone 8 - 64GB - Gold (Unlocked) A1863 (CDMA + GSM),$149.00,20220102
25,Apple iPhone 11 Pro Max 64GB 256GB 512GB Verizon T-Mobile Good Condition,$549.99 to $679.99,20220102
26,Apple iPhone XS Max - 64GB - Gold (Unlocked) A1921 (CDMA + GSM),$343.00,20220102
27,"Apple iPhone 7 32GB- Gold,Black,Silver Verizon at&t Unlocked Tmobile Smartphone ",$90.00 to $141.00,20220102
28,Apple iPhone 11 - 128GB - All Colors - Fully Unlocked - Very Good Condition ,$476.99 to $485.99,20220102
29,Apple iPhone 11 128GB Factory Unlocked 4G LTE Smartphone - Very Good,$459.99,20220102
30,Apple iPhone 11 - 64GB - Black (Verizon),$399.00,20220102
31,Unlocked Verizon Apple iPhone 8 A1863 Gray 64GB iOS Smartphone Please Read,$149.99,20220102
32,iPhone 11 Pro Max 256GBUnlocked,$517.00,20220102
33,Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone - Very Good,$309.99,20220102
34,Apple iPhone 11 Pro Max 64GB Factory Unlocked 4G LTE Smartphone - Very Good,$599.99,20220102
35,Apple iPhone 7 Plus 128GB Factory Unlocked 4G LTE iOS WiFi Smartphone - Good,$197.95,20220102
36,Apple iPhone 8 64GB 256GB GSM Factory Unlocked Verizon AT&T T-Mobile Very Good,$213.00,20220102
37,Apple iPhone SE 2020 - 64GB - Factory Unlocked - Very Good Condition,$249.99,20220102
38,Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1897 (GSM),$125.00,20220102
39,Apple iPhone XS Max - 64gb - Space Gray Unlocked - Great Condition -SHIPS NOW!!!,$399.00,20220102
40,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Excellent,$339.99,20220102
41,Apple iPhone 12 Pro Max - 256GB - Silver (Unlocked)  2 CASES INCLUDED,$995.00,20220102
42,Apple iPhone 8 64GB 128GB 256GB Factory Unlocked Excellent Condition,$179.99,20220102
43,Apple iPhone SE 1 Gen 16/32/64/128GB - Fully Unlocked - Sealed in Original Box,$121.99 to $221.99,20220102
44,Apple iPhone 11 Pro Max - 256GB - Silver (AT&T) A2161 (CDMA + GSM),$360.00,20220102
2031,Apple iPhone XR Black 128GB LTE GSM CDMA UMTS,$259.99,20220102
2041,Apple iPhone 11 Pro Max - 256GB - All Colors (Unlocked) - Very Good Condition ,$683.99 to $701.99,20220102
2047,Apple iPhone 12 -64GB- Black (Boost),$500.00,20220102
2048,Open Box - Apple iPhone 12 - 64GB - Blue ( Factory Unlocked ) A2172 GSM & CDMA,$669.69,20220102
2049,Apple iPhone 11 Pro Max - 256GB - Midnight Green (Unlocked) A2161 (CDMA + GSM),$192.50,20220102
2051,Apple iPhone 8 64GB 256GB - Fully Unlocked - New Unused & Sealed in Orginal Box ,$289.99 to $349.99,20220102
2052,Apple iPhone XR - 64GB - All Colors - Fully Unlocked - Very Good Condition ,$350.99 to $359.99,20220102
