,Product,Price,Date
0,Apple iPhone 7 32GB Black Unlocked A1660 CDMA and GSM,$103.89,20220913
1,"Apple iPhone 11 - 128GB 64GB - GSM+CDMA Factory Unlocked ""Excellent' ",$254.00 to $419.00,20220913
2,Apple iPhone 8 64GB 128GB 256GB Unlocked ATT T-Mobile Verizon Good Condition,$118.99 to $139.00,20220913
3,Apple iPhone 8 | 8 Plus 64GB 128GB 256GB GSM Unlocked ATT T-Mobile Metro Cricket,$129.95 to $254.95,20220913
4,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$224.95,20220913
5,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Very Good,$319.99,20220913
6,Apple iPhone X 256GB Unlocked Smartphone - Very Good,$239.95,20220913
7,Apple iPhone 12 128GB Unlocked Good Condition (Free Ship),$499.99,20220913
8,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$279.99,20220913
9,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$339.95,20220913
10,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Very Good,$204.95,20220913
11,Apple iPhone XR 64GB Factory Unlocked Smartphone - Very Good,$239.95,20220913
12,Apple iPhone 8 64GB GSM Factory Unlocked Smartphone-Good,$134.99,20220913
13,"Apple iPhone 7 Unlocked - All Colors - 32GB, 128GB & 256GB - Very Good Condition",$119.99 to $139.99,20220913
14,Apple iPhone 8 Plus 256gb Unlocked Straight talk T-Mobile AT&T Verizon EXCELLENT,$229.00 to $269.00,20220913
15,Apple iPhone XS 64GB Unlocked Smartphone - Very Good,$234.95,20220913
16,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$154.95,20220913
17,Apple iPhone XS Max 64GB 256GB 512GB Unlocked Verizon AT&T TMobile Very Good,$299.00 to $369.00,20220913
18,Apple iPhone 11 Pro 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$484.95,20220913
19,Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Very Good,$574.95,20220913
20,Apple iPhone 8 Plus 64GB Unlocked Smartphone - Space Gray - Good,$179.99,20220913
21,Apple iPhone 13 Pro Max - 128gb - Factory Sealed - Factory Warranty - Unlocked!,"$1,109.00",20220913
22,Apple iPhone XR - 64GB - Factory Unlocked - Good Condition,$218.99,20220913
23,Apple iPhone 11 128GB Unlocked Smartphone - Very Good,$369.95,20220913
24,Apple iPhone 12 Pro Max - 256GB Unlocked (GSM and CDMA)  - Excellent,$759.99,20220913
25,Apple iPhone 8 64GB - 128GB - 256GB - All Colors - Fully Unlocked - Good,$119.00 to $179.00,20220913
26,Apple iPhone 8 Plus 256GB Unlocked Smartphone - Very Good,$229.95,20220913
27,Apple iPhone X - 256GB - Space gray - Unlocked - NO FACE ID,$180.00,20220913
28,Apple iPhone 11 - 64GB - Black - Carrier Unlocked - NO FACE ID,$255.00,20220913
29,Apple iPhone 11 - 128GB/64GB - Factory Unlocked - Very Good Condition -ALL Color,$270.00 to $419.00,20220913
30,Apple iPhone SE 1St Gen Fully Unlocked (32 & 64GB) (VERY GOOD),$82.99,20220913
31,Apple iPhone XR - 64GB -Black (Unlocked) A1984 (CDMA + GSM)~SRF~ -VERY GOOD,$224.99,20220913
32,Apple iPhone XR White 64GB A1984 LTE GSM CDMA Verizon Unlocked,$204.99,20220913
33,Apple iPhone 11 128GB Factory Unlocked 4G LTE Smartphone - Very Good,$379.99,20220913
34,Apple iPhone 12 mini 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$369.95,20220913
35,Apple iPhone XR - 64GB - All Colors - Factory Unlocked - Very Good,$239.00,20220913
36,Apple iPhone XS Max 64GB 256GB 512GB Unlocked Verizon AT&T TMobile Excellent,$309.00 to $419.00,20220913
37,Apple iPhone 8 64GB GSM Factory Unlocked GRAY & SILVER (GOOD CONDITION),$138.00,20220913
38,Apple iPhone 6s  16/32/64 GB - All Colors - Fully Unlocked - Very Good Condition,$99.99 to $109.99,20220913
39,Apple iPhone X 64/256GB Fully Unlocked (GSM+CDMA) AT&T T-Mobile Verizon,$234.99 to $269.99,20220913
40,Apple iPhone 7 Plus 32GB Unlocked Smartphone - Very Good,$154.95,20220913
41,"Apple iPhone 7+ Plus 32GB 128GB 256GB GSM ""Factory Unlocked Phone Good Condition",$129.95 to $169.95,20220913
42,Apple iPhone XR Black 128GB A1984 LTE GSM CDMA Verizon Unlocked - Good,$232.99,20220913
43,Apple iPhone 8 64GB 256GB Verizon T-Mobile AT&T Unlocked Good Condition,$119.99 to $199.99,20220913
44,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$454.95,20220913
45,Apple iPhone X 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$239.95,20220913
46,Apple iPhone SE 2nd Gen 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$169.95,20220913
8843,Apple iPhone 11 - 64GB - Factory Unlocked - Good Condition,$309.99,20220913
8846,Apple iPhone 13 Pro Max - 256gb - Factory Sealed - Factory Warranty - Unlocked!,"$1,189.00",20220913
8849,APPLE IPHONE 7 *ALL COLORS* FACTORY UNLOCKED 32GB (VERY GOOD CONDITION),$105.99,20220913
8854,Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone - Very Good,$224.99,20220913
8856,Apple iPhone 7 Plus 128GB Unlocked Smartphone - Very Good,$169.95,20220913
8859,Apple iPhone 12 128GB Unlocked Smartphone - Very Good,$479.95,20220913
8861,Apple iPhone 7 128GB Unlocked Smartphone - Very Good,$114.95,20220913
8865,Apple iPhone 8 64GB Factory Unlocked Verizon AT&T T-Mobile Sprint Good,$159.00,20220913
8866,Apple iPhone 8 64GB 256GB Unlocked Open Box New Other,$159.89 to $179.89,20220913
8868,Apple iPhone 11 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$364.95,20220913
8870,iPhone SE - Unlocked (GSM) - 32GB - Gray - Brand New,$119.00,20220913
8871,Apple iPhone 8 - 64GB 128GB 256GB - All Colors - Good Condition,$129.00 to $130.00,20220913
8872,Apple Iphone 11 - 64GB - 4GB RAM - Factory Unlocked - All Colors - Very Good,$314.99,20220913
8873,Apple iPhone 7 - 32GB - Gold (Unlocked) A1660 (CDMA + GSM),$103.89,20220913
