,Product,Price,Date
0,Apple iPhone 8 64GB GSM Factory Unlocked GRAY & SILVER (GOOD CONDITION),$179.99,20220104
1,Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon Metro (N),$209.00 to $269.00,20220104
2,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Good Condition ,$548.99,20220104
3,Apple iPhone XR Black 128GB A1984 LTE GSM CDMA Verizon Unlocked - Very Good,$336.99,20220104
4,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Very,$309.99,20220104
5,Apple iphone 7/7 plus 32GB/128GB Black Gold Unlocked Verizon Tmobile Smartphone,$93.00 to $247.00,20220104
6,Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,$399.99,20220104
7,Apple iPhone 12 Mini 5G 64GB Factory Unlocked TMobile Metro Ultra Mint EXCELLENT,$439.00 to $459.00,20220104
8,Apple iPhone 12 Pro Max - 256GB - Pacific Blue (Unlocked),$574.00,20220104
9,Apple iPhone X - 64GB - Space Gray  A1865 GSM & CDMA UNLOCKED ~MRF~ VERY GOOD!,$274.95,20220104
10,Apple iPhone 8 64GB Factory Unlocked Phone - Very Good,$179.95,20220104
11,Apple iPhone X 64GB Factory Unlocked Phone - Very Good,$307.95,20220104
12,Apple iPhone 8 64GB 256GB Verizon T-Mobile AT&T Unlocked Good Condition,$149.99 to $179.99,20220104
13,"Apple iPhone 7+ Plus - 32GB 128GB GSM ""Unlocked""  ""ALL COLORS"" (GOOD CONDITION)",$188.00 to $208.00,20220104
14,Apple iPhone 11 Pro - 256GB - All Colors (Unlocked) A2160 - Very Good Condition ,$575.99 to $593.99,20220104
15,Apple iPhone 8 Plus - 64GB - Factory Unlocked - Good Condition,$249.00,20220104
16,🔥Apple iPhone SE [1st Gen] 32 / 64 / 128GB Unlocked Smartphone - NEW SEALED🔥,$153.99 to $209.99,20220104
17,Apple iPhone SE 32GB Space Gray Locked Straight Talk & Tracfone A1662 CDMA + GSM,$78.00,20220104
18,Apple iPhone 11 Pro Max A2161 ATT TMob Sprint Verizon Factory Unlocked Very Good,$659.00 to $759.00,20220104
19,Apple iPhone 7 32GB 128GB 256GB Factory Unlocked Excellent Condition,$119.99,20220104
20,Apple iPhone 11 64GB Unlocked Smartphone - Very Good,$417.95,20220104
21,Apple iPhone 8 Plus 64GB Factory Unlocked Smartphone - Good,$234.99,20220104
22,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Good,$299.99,20220104
23,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Good,$314.99,20220104
24,Apple iPhone 8 - 64GB - Gold (Unlocked) A1863 (CDMA + GSM),$149.00,20220104
25,Apple iPhone 11 Pro Max 64GB 256GB 512GB Verizon T-Mobile Good Condition,$549.99 to $679.99,20220104
26,Apple iPhone XS Max - 64GB - Gold (Unlocked) A1921 (CDMA + GSM),$343.00,20220104
27,"Apple iPhone 7 32GB- Gold,Black,Silver Verizon at&t Unlocked Tmobile Smartphone ",$90.00 to $141.00,20220104
28,Apple iPhone 11 - 128GB - All Colors - Fully Unlocked - Very Good Condition ,$476.99 to $485.99,20220104
29,Apple iPhone 11 128GB Factory Unlocked 4G LTE Smartphone - Very Good,$459.99,20220104
30,Apple iPhone 11 - 64GB - Black (Verizon),$399.00,20220104
31,Unlocked Verizon Apple iPhone 8 A1863 Gray 64GB iOS Smartphone Please Read,$149.99,20220104
32,iPhone 11 Pro Max 256GBUnlocked,$517.00,20220104
33,Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone - Very Good,$309.99,20220104
34,Apple iPhone 11 Pro Max 64GB Factory Unlocked 4G LTE Smartphone - Very Good,$599.99,20220104
35,Apple iPhone 7 Plus 128GB Factory Unlocked 4G LTE iOS WiFi Smartphone - Good,$197.95,20220104
36,Apple iPhone 8 64GB 256GB GSM Factory Unlocked Verizon AT&T T-Mobile Very Good,$213.00,20220104
37,Apple iPhone SE 2020 - 64GB - Factory Unlocked - Very Good Condition,$249.99,20220104
38,Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1897 (GSM),$125.00,20220104
39,Apple iPhone XS Max - 64gb - Space Gray Unlocked - Great Condition -SHIPS NOW!!!,$399.00,20220104
40,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Excellent,$339.99,20220104
41,Apple iPhone 12 Pro Max - 256GB - Silver (Unlocked)  2 CASES INCLUDED,$995.00,20220104
42,Apple iPhone 8 64GB 128GB 256GB Factory Unlocked Excellent Condition,$179.99,20220104
43,Apple iPhone SE 1 Gen 16/32/64/128GB - Fully Unlocked - Sealed in Original Box,$121.99 to $221.99,20220104
44,Apple iPhone 11 Pro Max - 256GB - Silver (AT&T) A2161 (CDMA + GSM),$360.00,20220104
2031,Apple iPhone XR Black 128GB LTE GSM CDMA UMTS,$259.99,20220104
2041,Apple iPhone 11 Pro Max - 256GB - All Colors (Unlocked) - Very Good Condition ,$683.99 to $701.99,20220104
2047,Apple iPhone 12 -64GB- Black (Boost),$500.00,20220104
2048,Open Box - Apple iPhone 12 - 64GB - Blue ( Factory Unlocked ) A2172 GSM & CDMA,$669.69,20220104
2049,Apple iPhone 11 Pro Max - 256GB - Midnight Green (Unlocked) A2161 (CDMA + GSM),$192.50,20220104
2051,Apple iPhone 8 64GB 256GB - Fully Unlocked - New Unused & Sealed in Orginal Box ,$289.99 to $349.99,20220104
2052,Apple iPhone XR - 64GB - All Colors - Fully Unlocked - Very Good Condition ,$350.99 to $359.99,20220104
2059,Apple iPhone XS Max - 64GB - All Colors - Fully Unlocked - Very Good Condition,$377.99,20220104
2060,Apple iPhone 12 Mini Factory Unlocked 64GB 256GB - Very Good Condition,$479.95 to $539.95,20220104
2062,Apple iPhone 8 - 64GB - All Colors - Unlocked - Very Good Condition ,$215.99,20220104
2063,Apple iPhone X 64GB Factory Unlocked AT&T T-Mobile Verizon - Very Good,$279.99,20220104
2064,Apple iPhone 7 Plus - Jet Black A1784 See Description,$3.25,20220104
2065,Apple iPhone 12 Pro A2341 128GB Blue! Clean ESN! Factory Unlocked phone!,$808.74,20220104
2066,"Apple iPhone 7+ Plus 32GB 128GB 256GB GSM ""Factory Unlocked Phone Good Condition",$184.95 to $219.95,20220104
2067,"Apple iPhone 7 32GB 128GB 256GB GSM ""Factory Unlocked"" All Colors Good Condition",$129.95,20220104
2068,Apple iPhone 11 64GB 128GB 256GB Verizon T-Mobile AT&T Good Condition,$369.99 to $519.99,20220104
2069,Apple iPhone 3GS (AT&T) 8GB Black In Box 1st Appearance - GSM 3G - Model A1303,$35.99,20220104
4058,Apple iPhone 11 Pro - 256GB - Gold (Unlocked) A2160 (CDMA + GSM),$450.00,20220104
4069,APPLE IPHONE SE 1st generation 64GB FACTORY UNLOCKED Space Gray,$85.00,20220104
4074,Apple iPhone XR 128GB Factory Unlocked 4G LTE Smartphone - Very Good,$324.99,20220104
4075,Apple iPhone XR 64GB Factory Unlocked Smartphone - Very Good,$309.95,20220104
4076,Apple iPhone 7 - 32GB - Black (TracFone/Total Wireless) A1660 (CDMA + GSM),$79.00,20220104
4080,Apple iPhone 11 (PRODUCT)RED - 128GB (Unlocked) A2111 (CDMA + GSM),$399.00,20220104
4081,Apple iPhone XR 128GB Fully Unlocked (GSM+CDMA) Coral NO FACE ID,$310.00,20220104
4082,Apple iPhone SE (1st Generation) (2016) - 64GB - Space Gray A1662 Used,$56.00,20220104
4085,Open Box Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked) 😃,"$1,069.42",20220104
4086,SEALED Apple iPhone 6 Plus 16GB Gold (Unlocked) A1522 (GSM) MGC12LL/A - NEW,$164.97,20220104
4089,Apple iPhone 7 (PRODUCT) RED - 128GB - AT&T UNLOCKED ,$175.00,20220104
4090,Apple iPhone 12 Pro Max - 512GB - Gold (Unlocked),$850.00,20220104
4091,Apple iPhone 5c - 8GB - Pink (AT&T) A1532,$29.99,20220104
4094,Apple iPhone 7 Plus - Unlocked - 32GB - Black - Smartphone - Very Good,$189.99,20220104
4095,Apple iPhone XR - 64GB - White (Unlocked) Used,$300.00,20220104
6168,Apple iPhone 11 128 GB Black Black   ,$450.00,20220104
6171,Apple iPhone 8 - 64GB - Space Gray (AT&T) A1905 (GSM),$69.00,20220104
6173,Apple iPhone X 256GB Unlocked Smartphone - Excellent condition,$188.00,20220104
6175,Apple iPhone 11 - 64GB White Unlocked Verizon    Excellent Condition,$415.00,20220104
6176,Apple Iphone 13 128GB unlocked,$764.00,20220104
6178,Apple iPhone 8 64GB Unlocked Smartphone - (A1863),$50.00,20220104
6186,Apple iPhone XR 64GB Black Verizon Unlocked Very Good Condition,$299.99,20220104
6188,IPHONE XR (AT&T) Read,$200.00,20220104
6191,Apple iPhone 6s - 128GB - Gold (Unlocked) A1633 (CDMA + GSM),$50.00,20220104
6194,"Apple iPhone 11 Pro Max 256GB GOLD T-MOBILE, METRO PCS, SIMPLE MOBILE",$689.00,20220104
6198,"Apple iPhone 12, Red, 64GB, T-Mobile, A2172 *Blacklisted *Read Descrip.",$469.99,20220104
6201,Apple iPhone 12 mini 128GB Unlocked  Excellent Condition,$549.00,20220104
6202,Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS - Very Good ,$299.99,20220104
6206,Apple iPhone XR - 64GB - Black (Unlocked) A1984 (CDMA + GSM) Smartphone (R73),$0.01,20220104
6207,Apple iPhone 8 Plus - 64GB - Space Gray (Unlocked) A1897 (GSM) Smartphone (AK46),$0.01,20220104
6210,Apple iPhone 7 - 128GB - Black (Unlocked) A1778 (GSM),$63.00,20220104
6212,Apple iPhone XS 256GB Factory Unlocked 4G LTE iOS Smartphone - Very Good,$329.99,20220104
